ID,Título,Entidade,Data de abertura,Última atualização,Status,Prioridade,Requerente - Requerente,Atribuído - Técnico,Categoria,Unnamed: 10,descricao
19 116,[CIVIL] Tanque,Entidade raiz,2026-03-05 13:46,2026-03-09 07:35,Em atendimento (atribuído),Baixa,Requerente_034,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil] tanque, e foi necessário suporte técnico para resolução."
19 118,SOLICITAÇÃODE CONSERTO DO CABO DO DATASHOW DA SALA [SALA],Entidade raiz,2026-03-05 18:42,2026-03-05 18:42,Em atendimento (atribuído),Alta,Requerente_038,Atribuído_005,INFRA+AUDIOVISUAL,,"No início da manhã, foi identificado que solicitaçãode conserto do cabo do datashow da sala [sala], e o incidente ocorreu de forma inesperada."
19 113,[SERVIÇOS GERAIS] Mudança da secretaria,Entidade raiz,2026-03-05 13:26,2026-03-05 13:26,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] mudança da secretaria, e o problema impactou diretamente suas tarefas diárias."
16 486,datashow,Entidade raiz,2024-08-01 08:41,2026-03-03 19:44,Em atendimento (atribuído),Alta,Requerente_032,,AUDIOVISUAL,,"O chamado foi aberto após constatar que datashow, e a situação causou atraso nas atividades planejadas."
18 012,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:53,2026-03-03 16:04,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que laboratório [sala] – manutenções, e houve necessidade de intervenção da equipe de TI."
19 091,Conserto [AP] academia,Entidade raiz,2026-03-03 10:52,2026-03-03 10:52,Em atendimento (atribuído),Alta,Requerente_039,,INFRA,,"O chamado foi aberto após constatar que conserto [ap] academia, e o problema impactou diretamente suas tarefas diárias."
19 088,Fechamento de buraco parede Biblioteca,Entidade raiz,2026-03-03 08:34,2026-03-03 08:34,Em atendimento (atribuído),Baixa,Requerente_004,,INFRA,,"Durante o expediente, o usuário relatou que fechamento de buraco parede biblioteca, e o problema impactou diretamente suas tarefas diárias."
18 013,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:54,2026-03-02 10:50,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"No início da manhã, foi identificado que laboratório [sala] – manutenções, e foi necessário suporte técnico para resolução."
18 017,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:56,2026-03-02 10:28,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"O chamado foi aberto após constatar que laboratório [sala] – manutenções, e foi necessário suporte técnico para resolução."
18 921,Produção da arte para a VI [PESSOA] da Pedagogia,Entidade raiz,2026-02-04 18:28,2026-03-02 09:49,Em atendimento (atribuído),Alta,Requerente_033,Atribuído_007,PROGRAMAÇÃO VISUAL,,"No início da manhã, foi identificado que produção da arte para a vi [pessoa] da pedagogia, e o incidente ocorreu de forma inesperada."
19 073,[CIVIL] Inspeção na cerca,Entidade raiz,2026-03-02 07:36,2026-03-02 07:36,Em atendimento (atribuído),Baixa,Requerente_007,,INFRA,,"O chamado foi aberto após constatar que [civil] inspeção na cerca, e o problema impactou diretamente suas tarefas diárias."
17 135,[CIVIL]Infiltração no Laboratório [SALA],Entidade raiz,2024-12-09 17:21,2026-02-27 13:33,Em atendimento (atribuído),Alta,Requerente_040,Atribuído_013,LABORATÓRIOS DE ELETRO,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil]infiltração no laboratório [sala], e o incidente ocorreu de forma inesperada."
17 982,[CIVIL] Verificar goteiras [SALA],Entidade raiz,2025-06-09 11:41,2026-02-27 13:32,Em atendimento (atribuído),Média,Requerente_011,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil] verificar goteiras [sala], e o incidente ocorreu de forma inesperada."
19 062,Armário [SALA],Entidade raiz,2026-02-27 10:13,2026-02-27 10:13,Em atendimento (atribuído),Baixa,Requerente_015,Atribuído_014,INFRA,,"No início da manhã, foi identificado que armário [sala], e a situação causou atraso nas atividades planejadas."
19 052,[CIVIL] Piso tátil [BLOCO],Entidade raiz,2026-02-25 10:09,2026-02-27 08:25,Em atendimento (atribuído),Baixa,Requerente_011,,INFRA,,"Em um atendimento recente, verificou-se que [civil] piso tátil [bloco], e foi necessário suporte técnico para resolução."
19 053,Confecção de telhado,Entidade raiz,2026-02-25 11:10,2026-02-25 11:10,Em atendimento (atribuído),Baixa,Requerente_002,Atribuído_015,INFRA,,"Durante o expediente, o usuário relatou que confecção de telhado, e a situação causou atraso nas atividades planejadas."
18 977,Organização de Materiais para estudantes no Campus,Entidade raiz,2026-02-12 17:07,2026-02-25 07:30,Em atendimento (atribuído),Média,Requerente_023,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que organização de materiais para estudantes no campus, e houve necessidade de intervenção da equipe de TI."
19 046,[CHAVES] Cópia de chaves salas [SALA] e [SALA],Entidade raiz,2026-02-24 15:53,2026-02-24 15:53,Em atendimento (atribuído),Baixa,Requerente_007,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [chaves] cópia de chaves salas [sala] e [sala], e foi necessário suporte técnico para resolução."
19 045,Limpar dados de computadores,Entidade raiz,2026-02-24 15:02,2026-02-24 15:02,Em atendimento (atribuído),Baixa,Requerente_025,,TI,,"O chamado foi aberto após constatar que limpar dados de computadores, e houve necessidade de intervenção da equipe de TI."
18 985,[AR-CONDICIONADO] Ar condicionado não esfria [SALA],Entidade raiz,2026-02-13 15:02,2026-02-24 13:16,Em atendimento (atribuído),Alta,Requerente_041,,INFRA,,"Durante o expediente, o usuário relatou que [ar-condicionado] ar condicionado não esfria [sala], e o problema impactou diretamente suas tarefas diárias."
19 005,[AR-CONDICIONADO] [PESSOA],Entidade raiz,2026-02-19 16:06,2026-02-24 13:16,Em atendimento (atribuído),Alta,Requerente_042,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [ar-condicionado] [pessoa], e o incidente ocorreu de forma inesperada."
19 030,[CHAVES] [PESSOA] [SALA],Entidade raiz,2026-02-23 15:53,2026-02-24 13:16,Em atendimento (atribuído),Alta,Requerente_023,,INFRA,,"Durante o expediente, o usuário relatou que [chaves] [pessoa] [sala], e o problema impactou diretamente suas tarefas diárias."
19 037,[CHAVES] Chave recepção,Entidade raiz,2026-02-23 17:47,2026-02-24 13:16,Em atendimento (atribuído),Baixa,Requerente_023,,INFRA,,"Durante o expediente, o usuário relatou que [chaves] chave recepção, e o incidente ocorreu de forma inesperada."
19 041,"30 Mousepad [SALA], [SALA] e [SALA]",Entidade raiz,2026-02-24 09:45,2026-02-24 09:45,Em atendimento (atribuído),Baixa,Requerente_011,Atribuído_008,TI,,"Durante o expediente, o usuário relatou que 30 mousepad [sala], [sala] e [sala], e o incidente ocorreu de forma inesperada."
19 040,Consertar [AP] academia,Entidade raiz,2026-02-24 08:08,2026-02-24 08:08,Em atendimento (atribuído),Alta,Requerente_039,,INFRA,,"Em um atendimento recente, verificou-se que consertar [ap] academia, e o problema impactou diretamente suas tarefas diárias."
19 023,Data show da [SALA],Entidade raiz,2026-02-23 12:31,2026-02-23 18:16,Em atendimento (atribuído),Alta,Requerente_020,Atribuído_005,AUDIOVISUAL,,"Em um atendimento recente, verificou-se que data show da [sala], e a situação causou atraso nas atividades planejadas."
19 028,Armário,Entidade raiz,2026-02-23 14:55,2026-02-23 15:50,Em atendimento (atribuído),Baixa,Requerente_033,,INFRA,,"Em um atendimento recente, verificou-se que armário, e houve necessidade de intervenção da equipe de TI."
18 601,Suporte para cabo elétrico [SALA],Entidade raiz,2025-10-20 08:15,2026-02-20 14:53,Em atendimento (atribuído),Baixa,Requerente_011,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que suporte para cabo elétrico [sala], e a situação causou atraso nas atividades planejadas."
12 256,[ELÉTRICA] Instalação de tomadas nos laboratórios de Informática,Entidade raiz,2021-09-21 09:10,2026-02-20 07:37,Em atendimento (atribuído),Baixa,Requerente_043,,INFRA+TI,,"O chamado foi aberto após constatar que [elétrica] instalação de tomadas nos laboratórios de informática, e foi necessário suporte técnico para resolução."
18 993,Montar mesas na sala de jogos,Entidade raiz,2026-02-19 07:32,2026-02-19 16:54,Em atendimento (atribuído),Baixa,Requerente_002,,INFRA,,"O chamado foi aberto após constatar que montar mesas na sala de jogos, e a situação causou atraso nas atividades planejadas."
18 996,[PESSOA] [SALA],Entidade raiz,2026-02-19 08:15,2026-02-19 08:15,Em atendimento (atribuído),Alta,Requerente_044,Atribuído_005,AUDIOVISUAL,,"Durante o expediente, o usuário relatou que [pessoa] [sala], e o incidente ocorreu de forma inesperada."
18 938,Projetores manutenção preventiva,Entidade raiz,2026-02-09 15:02,2026-02-19 07:22,Em atendimento (atribuído),Alta,Requerente_045,Atribuído_005,INFRA+AUDIOVISUAL,,"Em um atendimento recente, verificou-se que projetores manutenção preventiva, e foi necessário suporte técnico para resolução."
18 991,Computador para atendimento de solicitação da corregedoria,Entidade raiz,2026-02-18 15:11,2026-02-18 16:54,Em atendimento (atribuído),Alta,Requerente_035,,TI,,"Em um atendimento recente, verificou-se que computador para atendimento de solicitação da corregedoria, e a situação causou atraso nas atividades planejadas."
18 988,[CHAVES] Cópia de chaves administrativo,Entidade raiz,2026-02-13 16:51,2026-02-13 16:51,Em atendimento (atribuído),Baixa,Requerente_007,,INFRA,,"O chamado foi aberto após constatar que [chaves] cópia de chaves administrativo, e foi necessário suporte técnico para resolução."
18 945,Fechadura porta banheiro masculino servidores [BLOCO],Entidade raiz,2026-02-10 10:42,2026-02-13 15:10,Em atendimento (atribuído),Alta,Requerente_022,,INFRA,,"No início da manhã, foi identificado que fechadura porta banheiro masculino servidores [bloco], e foi necessário suporte técnico para resolução."
18 967,Projetor [SALA],Entidade raiz,2026-02-12 11:20,2026-02-12 11:20,Em atendimento (atribuído),Alta,Requerente_044,Atribuído_005,AUDIOVISUAL,,"Durante o expediente, o usuário relatou que projetor [sala], e houve necessidade de intervenção da equipe de TI."
18 957,Instalação Java,Entidade raiz,2026-02-11 09:26,2026-02-11 17:38,Em atendimento (atribuído),Média,Requerente_046,Atribuído_008,TI,,"No início da manhã, foi identificado que instalação java, e o incidente ocorreu de forma inesperada."
18 948,[CHAVES] Chave adm,Entidade raiz,2026-02-10 13:48,2026-02-11 11:28,Em atendimento (atribuído),Baixa,Requerente_009,Atribuído_016,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [chaves] chave adm, e o problema impactou diretamente suas tarefas diárias."
18 950,[AR CONDICIONADO] Ar da [SALA] se desliga após um tempo e não ligou mais,Entidade raiz,2026-02-10 15:15,2026-02-11 11:27,Em atendimento (atribuído),Alta,Requerente_013,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [ar condicionado] ar da [sala] se desliga após um tempo e não ligou mais, e a situação causou atraso nas atividades planejadas."
18 959,[AR CONDICIONADO] Ar condicionado,Entidade raiz,2026-02-11 10:27,2026-02-11 11:27,Em atendimento (atribuído),Baixa,Requerente_012,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [ar condicionado] ar condicionado, e a situação causou atraso nas atividades planejadas."
18 926,Projetores sem funcionar,Entidade raiz,2026-02-05 15:54,2026-02-10 15:20,Em atendimento (atribuído),Alta,Requerente_007,Atribuído_005,AUDIOVISUAL,,"No início da manhã, foi identificado que projetores sem funcionar, e o problema impactou diretamente suas tarefas diárias."
18 946,Câmera BLAB08 offline,Entidade raiz,2026-02-10 13:27,2026-02-10 13:27,Em atendimento (atribuído),Média,Requerente_014,Atribuído_016,INFRA+TI,,"Durante o expediente, o usuário relatou que câmera blab08 offline, e o problema impactou diretamente suas tarefas diárias."
18 252,[PESSOA],Entidade raiz,2025-08-11 13:06,2026-02-06 11:30,Em atendimento (atribuído),Baixa,Requerente_011,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [pessoa], e foi necessário suporte técnico para resolução."
18 825,[ELÉTRICA]Lâmpadas queimadas auditório,Entidade raiz,2025-12-22 11:00,2026-02-06 11:30,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Durante o expediente, o usuário relatou que [elétrica]lâmpadas queimadas auditório, e foi necessário suporte técnico para resolução."
18 924,Câmera BLAB11 offline,Entidade raiz,2026-02-05 13:20,2026-02-05 13:20,Em atendimento (atribuído),Média,Requerente_014,,INFRA+TI,,"O chamado foi aberto após constatar que câmera blab11 offline, e houve necessidade de intervenção da equipe de TI."
18 820,materiais de divulgação para a 1ª AgroIFC,Entidade raiz,2025-12-19 08:56,2026-02-05 10:50,Em atendimento (atribuído),Alta,Requerente_018,Atribuído_007,PROGRAMAÇÃO VISUAL,,"Ao tentar realizar suas atividades, o colaborador percebeu que materiais de divulgação para a 1ª agroifc, e o incidente ocorreu de forma inesperada."
18 877,Material visual de conscientização da coleta seletiva.,Entidade raiz,2026-01-26 12:39,2026-02-04 13:56,Em atendimento (atribuído),Baixa,Requerente_047,,INFRA+AUDIOVISUAL,,"Durante o expediente, o usuário relatou que material visual de conscientização da coleta seletiva., e o problema impactou diretamente suas tarefas diárias."
17 966,[CIVIL]Instalar porta e janela no banheiro do galpão de maquinas.,Entidade raiz,2025-06-05 08:28,2026-02-03 13:02,Em atendimento (atribuído),Baixa,Requerente_018,,INFRA,,"Em um atendimento recente, verificou-se que [civil]instalar porta e janela no banheiro do galpão de maquinas., e o incidente ocorreu de forma inesperada."
18 323,[CHAVES] [PESSOA] - [PESSOA],Entidade raiz,2025-08-25 09:17,2026-02-03 09:34,Em atendimento (atribuído),Baixa,Requerente_006,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [chaves] [pessoa] - [pessoa], e houve necessidade de intervenção da equipe de TI."
18 895,[CHAVES] Cópia de chave,Entidade raiz,2026-01-29 11:11,2026-02-03 09:33,Em atendimento (atribuído),Baixa,Requerente_001,,INFRA,,"Em um atendimento recente, verificou-se que [chaves] cópia de chave, e a situação causou atraso nas atividades planejadas."
18 901,Desativação e remoção da estrutura do [AP] outdoor em cima da sala do DG,Entidade raiz,2026-01-30 11:32,2026-02-02 14:52,Em atendimento (atribuído),Média,Requerente_014,,INFRA+TI,,"O chamado foi aberto após constatar que desativação e remoção da estrutura do [ap] outdoor em cima da sala do dg, e o problema impactou diretamente suas tarefas diárias."
18 786,Conteiner [SALA],Entidade raiz,2025-12-10 14:40,2026-01-30 08:24,Em atendimento (atribuído),Baixa,Requerente_011,,INFRA,,"No início da manhã, foi identificado que conteiner [sala], e o incidente ocorreu de forma inesperada."
18 855,[PESSOA],Entidade raiz,2026-01-15 07:55,2026-01-27 12:28,Em atendimento (atribuído),Alta,Requerente_048,Atribuído_017,TI,,"O chamado foi aberto após constatar que [pessoa], e o problema impactou diretamente suas tarefas diárias."
18 874,Câmera Ref04 - entrada refeitório caiu fora do ar,Entidade raiz,2026-01-26 12:20,2026-01-27 10:00,Em atendimento (atribuído),Média,Requerente_007,,INFRA+TI,,"No início da manhã, foi identificado que câmera ref04 - entrada refeitório caiu fora do ar, e o problema impactou diretamente suas tarefas diárias."
18 842,[SERVIÇOS GERAIS] Cadeira danificada laboratório de informática [SALA],Entidade raiz,2026-01-06 10:23,2026-01-26 12:27,Pendente,Baixa,Requerente_024,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais] cadeira danificada laboratório de informática [sala], e a situação causou atraso nas atividades planejadas."
18 858,Computador travando,Entidade raiz,2026-01-16 10:30,2026-01-22 10:47,Em atendimento (atribuído),Alta,Requerente_049,Atribuído_008,TI,,"No início da manhã, foi identificado que computador travando, e a situação causou atraso nas atividades planejadas."
18 868,Manutenção notebook,Entidade raiz,2026-01-21 11:35,2026-01-21 11:35,Em atendimento (atribuído),Baixa,Requerente_019,Atribuído_008,TI,,"Em um atendimento recente, verificou-se que manutenção notebook, e a situação causou atraso nas atividades planejadas."
18 014,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:55,2026-01-21 10:12,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Ao tentar realizar suas atividades, o colaborador percebeu que laboratório [sala] – manutenções, e o problema impactou diretamente suas tarefas diárias."
18 015,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:55,2026-01-15 11:48,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"O chamado foi aberto após constatar que laboratório [sala] – manutenções, e foi necessário suporte técnico para resolução."
18 016,Laboratório [SALA] – Manutenções,Entidade raiz,2025-06-12 16:56,2026-01-05 13:19,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Durante o expediente, o usuário relatou que laboratório [sala] – manutenções, e foi necessário suporte técnico para resolução."
13 384,alteração de local de mesa da grasiela e reinstalar computador para melhorar circulação de cadeirante ao acesso aos livros de história,Entidade raiz,2022-07-01 07:51,2025-12-29 14:10,Pendente,Média,Requerente_050,,INFRA+TI,,"Em um atendimento recente, verificou-se que alteração de local de mesa da grasiela e reinstalar computador para melhorar circulação de cadeirante ao acesso aos livros de história, e o problema impactou diretamente suas tarefas diárias."
18 657,Organização das imagens para o ano de 2026,Entidade raiz,2025-11-03 20:12,2025-12-26 18:27,Em atendimento (atribuído),Média,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"O chamado foi aberto após constatar que organização das imagens para o ano de 2026, e foi necessário suporte técnico para resolução."
17 624,[SERVIÇOS GERAIS]Trocar persianas,Entidade raiz,2025-04-01 08:50,2025-12-23 08:41,Pendente,Média,Requerente_007,,INFRA,,"Em um atendimento recente, verificou-se que [serviços gerais]trocar persianas, e a situação causou atraso nas atividades planejadas."
18 819,Produção da arte para a VI [PESSOA] da Pedagogia,Entidade raiz,2025-12-18 14:57,2025-12-18 14:57,Em atendimento (atribuído),Média,Requerente_033,Atribuído_018,CECOM,,"O chamado foi aberto após constatar que produção da arte para a vi [pessoa] da pedagogia, e houve necessidade de intervenção da equipe de TI."
18 622,[CIVIL] Realização de abertura de vala e instalação de cabo elétrico,Entidade raiz,2025-10-23 13:33,2025-12-18 09:11,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Durante o expediente, o usuário relatou que [civil] realização de abertura de vala e instalação de cabo elétrico, e o problema impactou diretamente suas tarefas diárias."
17 300,Cabo HDMI e MEDUZA,Entidade raiz,2025-02-10 13:59,2025-12-18 09:08,Em atendimento (atribuído),Alta,Requerente_045,,INFRA,,"No início da manhã, foi identificado que cabo hdmi e meduza, e foi necessário suporte técnico para resolução."
18 804,Providenciar a troca do [ATIVO_REDE] Guarita,Entidade raiz,2025-12-17 11:35,2025-12-17 15:53,Em atendimento (atribuído),Média,Requerente_014,Atribuído_002,TI,,"O chamado foi aberto após constatar que providenciar a troca do [ativo_rede] guarita, e foi necessário suporte técnico para resolução."
18 498,Destinação da sala depósito guarita,Entidade raiz,2025-09-29 10:28,2025-12-17 14:48,Em atendimento (atribuído),Alta,Requerente_004,,INFRA,,"No início da manhã, foi identificado que destinação da sala depósito guarita, e o incidente ocorreu de forma inesperada."
18 238,Identificar e testar circuitos de energia Guarita,Entidade raiz,2025-08-06 10:22,2025-12-17 12:52,Em atendimento (atribuído),Alta,Requerente_004,,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que identificar e testar circuitos de energia guarita, e o incidente ocorreu de forma inesperada."
18 286,Troca de pasta térmica e adição de memória RAM,Entidade raiz,2025-08-18 20:20,2025-12-16 20:33,Em atendimento (atribuído),Baixa,Requerente_024,Atribuído_009,TI,,"Durante o expediente, o usuário relatou que troca de pasta térmica e adição de memória ram, e o problema impactou diretamente suas tarefas diárias."
18 778,[CIVIL]Persianas,Entidade raiz,2025-12-04 15:11,2025-12-09 09:44,Em atendimento (atribuído),Baixa,Requerente_051,,INFRA,,"Durante o expediente, o usuário relatou que [civil]persianas, e houve necessidade de intervenção da equipe de TI."
18 617,Solicitação de ampliação de máquinas no laboratório [SALA],Entidade raiz,2025-10-22 10:59,2025-12-09 07:39,Em atendimento (atribuído),Alta,Requerente_052,Atribuído_019,INFRA+TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que solicitação de ampliação de máquinas no laboratório [sala], e o incidente ocorreu de forma inesperada."
18 678,Câmera biblioteca,Entidade raiz,2025-11-05 14:44,2025-12-03 08:05,Em atendimento (atribuído),Baixa,Requerente_019,Atribuído_002,INFRA,,"No início da manhã, foi identificado que câmera biblioteca, e houve necessidade de intervenção da equipe de TI."
18 758,[AR-CONDICIONADO] Problema no controle do ar-condicionado,Entidade raiz,2025-11-29 10:06,2025-12-01 13:32,Em atendimento (atribuído),Baixa,Requerente_053,,INFRA,,"No início da manhã, foi identificado que [ar-condicionado] problema no controle do ar-condicionado, e o problema impactou diretamente suas tarefas diárias."
18 756,[AR-CONDICIONADO] Ar-condicionado com defeito,Entidade raiz,2025-11-29 10:01,2025-12-01 13:32,Em atendimento (atribuído),Baixa,Requerente_053,,INFRA,,"No início da manhã, foi identificado que [ar-condicionado] ar-condicionado com defeito, e houve necessidade de intervenção da equipe de TI."
18 132,[CHAVES] Sala embaixo escada [BLOCO],Entidade raiz,2025-07-14 08:34,2025-11-28 07:32,Pendente,Baixa,Requerente_007,,INFRA,,"O chamado foi aberto após constatar que [chaves] sala embaixo escada [bloco], e foi necessário suporte técnico para resolução."
18 716,[CHAVES] Cópias chaves,Entidade raiz,2025-11-17 13:11,2025-11-28 07:30,Em atendimento (atribuído),Baixa,Requerente_002,Atribuído_015,INFRA,,"No início da manhã, foi identificado que [chaves] cópias chaves, e foi necessário suporte técnico para resolução."
18 753,[AR CONDICIONADO] AC,Entidade raiz,2025-11-27 20:11,2025-11-28 07:29,Em atendimento (atribuído),Baixa,Requerente_054,,INFRA,,"O chamado foi aberto após constatar que [ar condicionado] ac, e o problema impactou diretamente suas tarefas diárias."
18 750,Instalação de câmera de vigilância,Entidade raiz,2025-11-27 07:56,2025-11-27 09:23,Em atendimento (atribuído),Baixa,Requerente_002,Atribuído_020,INFRA+TI,,"No início da manhã, foi identificado que instalação de câmera de vigilância, e o problema impactou diretamente suas tarefas diárias."
18 133,ACESSO A IMPRESSAO DE ETIQUETAS PC PATRIMONIO,Entidade raiz,2025-07-14 08:53,2025-11-17 13:36,Em atendimento (atribuído),Baixa,Requerente_025,Atribuído_008,TI,,"No início da manhã, foi identificado que acesso a impressao de etiquetas pc patrimonio, e a situação causou atraso nas atividades planejadas."
18 151,Problema de duplicação de tela no LAB [SALA],Entidade raiz,2025-07-16 08:23,2025-11-11 10:34,Em atendimento (atribuído),Alta,Requerente_027,Atribuído_005,AUDIOVISUAL+TI,,"Em um atendimento recente, verificou-se que problema de duplicação de tela no lab [sala], e foi necessário suporte técnico para resolução."
18 651,Verificação e preparação dos computadores doados pelo TRE,Entidade raiz,2025-10-31 20:32,2025-11-07 20:41,Em atendimento (atribuído),Baixa,Requerente_024,Atribuído_009,LABORATÓRIOS DE INFORMÁTICA,,"Ao tentar realizar suas atividades, o colaborador percebeu que verificação e preparação dos computadores doados pelo tre, e o problema impactou diretamente suas tarefas diárias."
18 607,Solicitação de Arte,Entidade raiz,2025-10-20 11:20,2025-11-03 17:55,Em atendimento (atribuído),Alta,Requerente_055,Atribuído_018,CECOM,,"Em um atendimento recente, verificou-se que solicitação de arte, e houve necessidade de intervenção da equipe de TI."
12 963,4 pontos de rede estruturados e certificados para os [AP] no corredor principal do pedagógico,Entidade raiz,2022-03-25 11:54,2025-10-20 07:58,Em atendimento (atribuído),Média,Requerente_056,Atribuído_001,TI,,"Em um atendimento recente, verificou-se que 4 pontos de rede estruturados e certificados para os [ap] no corredor principal do pedagógico, e houve necessidade de intervenção da equipe de TI."
18 580,Usuários atendidos na conexão da rede Eduroam- Registro,Entidade raiz,2025-10-14 20:54,2025-10-17 21:00,Em atendimento (atribuído),Baixa,Requerente_024,Atribuído_009,TI,,"Durante o expediente, o usuário relatou que usuários atendidos na conexão da rede eduroam- registro, e houve necessidade de intervenção da equipe de TI."
15 623,Atualização [PESSOA],Entidade raiz,2024-02-23 10:03,2025-10-16 10:44,Em atendimento (atribuído),Alta,Requerente_011,Atribuído_014,INFRA,,"Em um atendimento recente, verificou-se que atualização [pessoa], e o problema impactou diretamente suas tarefas diárias."
18 589,Bateria do nobreak RNP,Entidade raiz,2025-10-15 21:09,2025-10-16 09:29,Em atendimento (atribuído),Baixa,Requerente_019,Atribuído_002,TI,,"Em um atendimento recente, verificou-se que bateria do nobreak rnp, e a situação causou atraso nas atividades planejadas."
18 578,Usuário não conecta na rede Eduroam,Entidade raiz,2025-10-14 20:18,2025-10-14 20:18,Em atendimento (atribuído),Baixa,Requerente_024,,TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que usuário não conecta na rede eduroam, e o incidente ocorreu de forma inesperada."
18 559,Arquivos editáveis,Entidade raiz,2025-10-10 14:15,2025-10-10 14:48,Em atendimento (atribuído),Baixa,Requerente_057,Atribuído_008,TI,,"Ao tentar realizar suas atividades, o colaborador percebeu que arquivos editáveis, e o problema impactou diretamente suas tarefas diárias."
9 959,Fibra óptica em pontos de concentração + piso elevado [SALA],Entidade raiz,2019-07-09 10:10,2025-10-01 09:31,Em atendimento (atribuído),Média,Requerente_004,Atribuído_021,TI,,"Durante o expediente, o usuário relatou que fibra óptica em pontos de concentração + piso elevado [sala], e o incidente ocorreu de forma inesperada."
18 463,"[CHAVES] Cópia para auditório, [SALA] e [SALA].",Entidade raiz,2025-09-22 08:32,2025-09-30 08:43,Pendente,Média,Requerente_007,,INFRA,,"O chamado foi aberto após constatar que [chaves] cópia para auditório, [sala] e [sala]., e foi necessário suporte técnico para resolução."
18 466,Banners do Auditório,Entidade raiz,2025-09-22 08:46,2025-09-23 14:05,Em atendimento (atribuído),Baixa,Requerente_028,Atribuído_018,CECOM,,"Em um atendimento recente, verificou-se que banners do auditório, e o problema impactou diretamente suas tarefas diárias."
18 478,[CIVIL] Goteira [SALA],Entidade raiz,2025-09-23 10:08,2025-09-23 10:08,Em atendimento (atribuído),Média,Requerente_053,,INFRA,,"O chamado foi aberto após constatar que [civil] goteira [sala], e a situação causou atraso nas atividades planejadas."
18 414,Disco com falha no [SERVIDOR],Entidade raiz,2025-09-12 08:25,2025-09-16 13:54,Em atendimento (atribuído),Critica,Requerente_014,Atribuído_004,TI,,"Em um atendimento recente, verificou-se que disco com falha no [servidor], e foi necessário suporte técnico para resolução."
17 138,[PESSOA],Entidade raiz,2024-12-10 12:00,2025-09-15 16:51,Em atendimento (atribuído),Baixa,Requerente_028,Atribuído_022,INFRA+AUDIOVISUAL,,"No início da manhã, foi identificado que [pessoa], e foi necessário suporte técnico para resolução."
18 421,Atualização das ISOs do [PESSOA],Entidade raiz,2025-09-12 20:56,2025-09-12 20:57,Em atendimento (atribuído),Baixa,Requerente_024,Atribuído_009,TI,,"Durante o expediente, o usuário relatou que atualização das isos do [pessoa], e a situação causou atraso nas atividades planejadas."
17 773,[CIVIL] Pintura no pilares da cerca na frente do Campus,Entidade raiz,2025-04-30 12:42,2025-09-05 13:47,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil] pintura no pilares da cerca na frente do campus, e a situação causou atraso nas atividades planejadas."
17 671,[CIVIL] Instalação de barras de [AP] nos banheiros acessíveis,Entidade raiz,2025-04-08 10:10,2025-09-05 13:47,Em atendimento (atribuído),Média,Requerente_007,,INFRA,,"Ao tentar realizar suas atividades, o colaborador percebeu que [civil] instalação de barras de [ap] nos banheiros acessíveis, e o incidente ocorreu de forma inesperada."
